hq_id,original_file,identity,split,image_path
19385,015967.jpg,5177,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19385.jpg
19386,073274.jpg,1265,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19386.jpg
19387,156924.jpg,5597,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19387.jpg
19388,080222.jpg,8947,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19388.jpg
19389,061165.jpg,9718,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19389.jpg
19390,076331.jpg,417,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19390.jpg
19391,155945.jpg,4252,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19391.jpg
19392,187622.jpg,6399,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19392.jpg
19393,006162.jpg,1180,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19393.jpg
19394,159293.jpg,7688,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19394.jpg
19395,194628.jpg,8355,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19395.jpg
19396,143530.jpg,5094,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19396.jpg
19397,024266.jpg,2611,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19397.jpg
19398,107676.jpg,1170,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19398.jpg
19399,168801.jpg,797,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19399.jpg
19400,026682.jpg,9965,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19400.jpg
19401,152380.jpg,2937,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19401.jpg
19402,040730.jpg,3203,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19402.jpg
19403,067884.jpg,4728,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19403.jpg
19404,057446.jpg,7730,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19404.jpg
19405,197360.jpg,8004,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19405.jpg
19406,129289.jpg,7006,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19406.jpg
19407,094679.jpg,4849,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19407.jpg
19408,043035.jpg,860,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19408.jpg
19409,179682.jpg,1485,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19409.jpg
19410,170469.jpg,2378,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19410.jpg
19411,078917.jpg,6995,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19411.jpg
19412,065448.jpg,3993,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19412.jpg
19413,187562.jpg,7358,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19413.jpg
19414,109545.jpg,1303,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19414.jpg
19415,170666.jpg,4669,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19415.jpg
19416,151323.jpg,5101,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19416.jpg
19417,134488.jpg,3808,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19417.jpg
19418,007015.jpg,4318,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19418.jpg
19419,102063.jpg,96,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19419.jpg
19420,099575.jpg,9866,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19420.jpg
19421,166893.jpg,2497,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19421.jpg
19422,027106.jpg,3401,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19422.jpg
19423,031522.jpg,6746,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19423.jpg
19424,176177.jpg,4242,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19424.jpg
19425,179646.jpg,2411,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19425.jpg
19426,032710.jpg,7769,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19426.jpg
19427,101571.jpg,6449,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19427.jpg
19428,159703.jpg,9789,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19428.jpg
19429,073615.jpg,3623,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19429.jpg
19430,007331.jpg,5469,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19430.jpg
19431,092427.jpg,204,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19431.jpg
19432,025015.jpg,8471,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19432.jpg
19433,127762.jpg,8727,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19433.jpg
19434,127372.jpg,6916,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19434.jpg
19435,095178.jpg,6685,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19435.jpg
19436,039725.jpg,7695,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19436.jpg
19437,073843.jpg,9372,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19437.jpg
19438,077345.jpg,6906,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19438.jpg
19439,034636.jpg,8584,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19439.jpg
19440,176116.jpg,1675,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19440.jpg
19441,176761.jpg,4077,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19441.jpg
19442,141554.jpg,1793,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19442.jpg
19443,179517.jpg,2467,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19443.jpg
19444,183374.jpg,5665,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19444.jpg
19445,168205.jpg,4474,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19445.jpg
19446,129460.jpg,4364,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19446.jpg
19447,162656.jpg,939,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19447.jpg
19448,070565.jpg,1599,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19448.jpg
19449,150634.jpg,1379,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19449.jpg
19450,166874.jpg,1249,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19450.jpg
19451,079971.jpg,445,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19451.jpg
19452,098668.jpg,1871,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19452.jpg
19453,091702.jpg,3980,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19453.jpg
19454,167432.jpg,1120,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19454.jpg
19455,120489.jpg,289,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19455.jpg
19456,093845.jpg,2670,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19456.jpg
19457,052640.jpg,3882,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19457.jpg
19458,084781.jpg,6596,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19458.jpg
19459,084866.jpg,328,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19459.jpg
19460,112193.jpg,5293,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19460.jpg
19461,045301.jpg,8553,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19461.jpg
19462,141322.jpg,7004,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19462.jpg
19463,082179.jpg,1879,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19463.jpg
19464,179028.jpg,953,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19464.jpg
19465,092153.jpg,3708,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19465.jpg
19466,051312.jpg,5843,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19466.jpg
19467,153831.jpg,2652,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19467.jpg
19468,033414.jpg,2014,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19468.jpg
19469,034088.jpg,5571,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19469.jpg
19470,024135.jpg,5018,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19470.jpg
19471,144442.jpg,5198,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19471.jpg
19472,028275.jpg,1670,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19472.jpg
19473,138637.jpg,8514,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19473.jpg
19474,090549.jpg,5505,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19474.jpg
19475,072043.jpg,7385,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19475.jpg
19476,121660.jpg,8365,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19476.jpg
19477,127661.jpg,3398,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19477.jpg
19478,117329.jpg,6577,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19478.jpg
19479,130668.jpg,4119,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19479.jpg
19480,162691.jpg,3240,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19480.jpg
19481,175178.jpg,4149,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19481.jpg
19482,131176.jpg,1672,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19482.jpg
19483,040003.jpg,1288,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19483.jpg
19484,136767.jpg,8586,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19484.jpg
19485,162943.jpg,1188,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19485.jpg
19486,002170.jpg,9017,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19486.jpg
19487,139645.jpg,3145,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19487.jpg
19488,059529.jpg,7756,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19488.jpg
19489,150283.jpg,4172,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19489.jpg
19490,096607.jpg,6568,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19490.jpg
19491,061754.jpg,4860,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19491.jpg
19492,080199.jpg,7283,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19492.jpg
19493,089346.jpg,9205,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19493.jpg
19494,054785.jpg,6530,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19494.jpg
19495,004730.jpg,9646,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19495.jpg
19496,104070.jpg,8667,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19496.jpg
19497,166380.jpg,965,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19497.jpg
19498,147873.jpg,9843,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19498.jpg
19499,176801.jpg,1673,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19499.jpg
19500,111134.jpg,7798,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19500.jpg
19501,024632.jpg,6637,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19501.jpg
19502,078810.jpg,8587,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19502.jpg
19503,098579.jpg,4146,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19503.jpg
19504,081619.jpg,8083,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19504.jpg
19505,053883.jpg,8663,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19505.jpg
19506,071150.jpg,1863,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19506.jpg
19507,107646.jpg,746,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19507.jpg
19508,160701.jpg,9610,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19508.jpg
19509,081678.jpg,1398,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19509.jpg
19510,176123.jpg,2289,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19510.jpg
19511,170333.jpg,1884,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19511.jpg
19512,095194.jpg,1768,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19512.jpg
19513,038573.jpg,2383,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19513.jpg
19514,075812.jpg,3328,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19514.jpg
19515,183314.jpg,5322,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19515.jpg
19516,061123.jpg,3114,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19516.jpg
19517,177812.jpg,2164,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19517.jpg
19518,117649.jpg,3568,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19518.jpg
19519,141209.jpg,5551,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19519.jpg
19520,064200.jpg,8460,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19520.jpg
19521,043821.jpg,1879,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19521.jpg
19522,042382.jpg,6704,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19522.jpg
19523,187638.jpg,8445,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19523.jpg
19524,110415.jpg,2510,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19524.jpg
19525,037431.jpg,259,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19525.jpg
19526,142859.jpg,1577,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19526.jpg
19527,136545.jpg,8134,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19527.jpg
19528,145154.jpg,1361,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19528.jpg
19529,197102.jpg,8853,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19529.jpg
19530,010421.jpg,1898,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19530.jpg
19531,001025.jpg,1531,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19531.jpg
19532,158772.jpg,2334,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19532.jpg
19533,046325.jpg,674,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19533.jpg
19534,093984.jpg,4290,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19534.jpg
19535,096009.jpg,6537,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19535.jpg
19536,044185.jpg,7137,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19536.jpg
19537,115348.jpg,2785,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19537.jpg
19538,152648.jpg,3258,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19538.jpg
19539,175309.jpg,3879,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19539.jpg
19540,059164.jpg,4829,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19540.jpg
19541,180423.jpg,317,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19541.jpg
19542,100142.jpg,9211,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19542.jpg
19543,096776.jpg,5734,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19543.jpg
19544,157798.jpg,328,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19544.jpg
19545,146742.jpg,1938,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19545.jpg
19546,085197.jpg,7441,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19546.jpg
19547,171364.jpg,4696,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19547.jpg
19548,082723.jpg,3318,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19548.jpg
19549,140745.jpg,6285,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19549.jpg
19550,109090.jpg,3923,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19550.jpg
19551,067378.jpg,7186,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19551.jpg
19552,130671.jpg,2423,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19552.jpg
19553,003719.jpg,621,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19553.jpg
19554,137308.jpg,8682,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19554.jpg
19555,120963.jpg,7240,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19555.jpg
19556,042576.jpg,3149,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19556.jpg
19557,170050.jpg,1625,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19557.jpg
19558,033859.jpg,1747,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19558.jpg
19559,035439.jpg,688,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19559.jpg
19560,036274.jpg,2202,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19560.jpg
19561,093485.jpg,1181,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19561.jpg
19562,111519.jpg,5329,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19562.jpg
19563,048696.jpg,6624,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19563.jpg
19564,184318.jpg,7912,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19564.jpg
19565,051847.jpg,9660,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19565.jpg
19566,201235.jpg,8715,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19566.jpg
19567,060784.jpg,5601,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19567.jpg
19568,024631.jpg,2984,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19568.jpg
19569,080935.jpg,4693,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19569.jpg
19570,155373.jpg,6320,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19570.jpg
19571,069176.jpg,772,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19571.jpg
19572,189705.jpg,10157,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19572.jpg
19573,148237.jpg,4995,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19573.jpg
19574,165885.jpg,796,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19574.jpg
19575,041437.jpg,6556,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19575.jpg
19576,171550.jpg,2348,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19576.jpg
19577,041476.jpg,2448,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19577.jpg
19578,135022.jpg,3895,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19578.jpg
19579,092688.jpg,2335,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19579.jpg
19580,120547.jpg,3070,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19580.jpg
19581,169953.jpg,580,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19581.jpg
19582,010818.jpg,3725,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19582.jpg
19583,084777.jpg,1886,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19583.jpg
19584,112379.jpg,4811,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19584.jpg
19585,098877.jpg,6042,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19585.jpg
19586,012325.jpg,2423,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19586.jpg
19587,078668.jpg,1670,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19587.jpg
19588,011167.jpg,6128,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19588.jpg
19589,092908.jpg,6188,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19589.jpg
19590,147231.jpg,3756,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19590.jpg
19591,012989.jpg,5582,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19591.jpg
19592,090949.jpg,3882,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19592.jpg
19593,196053.jpg,10062,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19593.jpg
19594,087998.jpg,3119,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19594.jpg
19595,121100.jpg,7552,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19595.jpg
19596,149521.jpg,248,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19596.jpg
19597,108082.jpg,2965,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19597.jpg
19598,173949.jpg,1547,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19598.jpg
19599,134881.jpg,1145,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19599.jpg
19600,131279.jpg,121,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19600.jpg
19601,000250.jpg,9450,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19601.jpg
19602,181148.jpg,3496,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19602.jpg
19603,091502.jpg,879,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19603.jpg
19604,096105.jpg,1628,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19604.jpg
19605,177523.jpg,386,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19605.jpg
19606,089642.jpg,2974,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\19606.jpg
